Duolingo_Category	Simplified Chinese	Traditional Chinese	Pinyin	English Definition
Internet Slang	圈		juān   juàn   quān	to confine / to lock up / to pen in  pen (pig) / a fold  circle / ring / loop / classifier for loops, orbits, laps of race etc / CL: 個｜个 / to surround / to circle
Internet Slang	关注	關注	guān zhù	to pay attention to / to follow sth closely / concern / interest / attention
Internet Slang	点	點	diǎn	point / dot / drop / speck / o'clock / point (in space or time) / to draw a dot / to check on a list / to choose / to order (food in a restaurant) / to touch briefly / to hint / to light / to ignite / to pour a liquid drop by drop / (old) one fifth of a two-hour watch 更 / dot stroke in Chinese characters / classifier for items
Internet Slang	赞	贊	zàn	to patronize / to support / to praise / (Internet slang) to like (an online post on Facebook etc)
Internet Slang	转发	轉發	zhuǎn fā	to transmit / to forward (mail, SMS, packets of data) / to pass on / to republish (an article from another publication)
Internet Slang	好友		hǎo yǒu	close friend / pal / (social networking website) friend / CL: 個｜个
Internet Slang	加		Jiā   jiā	abbr. for Canada 加拿大 / surname Jia  to add / plus / (used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned) / to apply (restrictions etc) to (sb) / to give (support, consideration etc) to (sth)
Internet Slang	粉丝	粉絲	fěn sī	bean vermicelli / mung bean starch noodles / Chinese vermicelli / cellophane noodles / CL: 把 / fan (loanword) / enthusiast for sb or sth
Internet Slang	分享		fēn xiǎng	to share (let others have some of sth good)
Internet Slang	评论	評論	píng lùn	to comment on / to discuss / comment / commentary / CL: 篇
Internet Slang	粉		fěn	powder / cosmetic face powder / food prepared from starch / noodles or pasta made from any kind of flour / whitewash / white / pink
Internet Slang	丝	絲	sī	silk / thread / trace / (cuisine) shreds or julienne strips / CL: 條｜条 / classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc
Internet Slang	享		xiǎng	to enjoy / to benefit / to have the use of
Internet Slang	评	評	píng	to discuss / to comment / to criticize / to judge / to choose (by public appraisal)
Internet Slang	论	論	Lún   lùn	abbr. for 論語｜论语, The Analects (of Confucius)  opinion / view / theory / doctrine / to discuss / to talk about / to regard / to consider / per / by the (kilometer, hour etc)
Business 1	销	銷	xiāo	to melt (metal) / to cancel or annul / to sell / to spend / to fasten with a bolt / bolt or pin
Business 1	据		jū   jù	see 拮据  according to / to act in accordance with / to depend on / to seize / to occupy
Business 1	收据	收據	shōu jù	receipt / CL: 張｜张
Business 1	报销	報銷	bào xiāo	to submit an expense account / to apply for reimbursement / to write off / to wipe out
Business 1	费用	費用	fèi yòng	cost / expenditure / expense / CL: 筆｜笔, 個｜个
Business 1	尽快	儘快	jǐn kuài   jìn kuài	as quickly as possible / as soon as possible / with all speed  see 儘快｜尽快
Business 1	回复	回復	huí fù	to reply / to recover / to return (to a previous condition) / Re: in reply to (email)
Business 1	报告	報告	bào gào	to inform / to report / to make known / report / speech / talk / lecture / CL: 篇, 份, 個｜个, 通
Business 1	协议	協議	xié yì	agreement / pact / protocol / CL: 項｜项
Business 1	尽	儘	jǐn   jìn	to the greatest extent / (when used before a noun of location) furthest or extreme / to be within the limits of / to give priority to  to use up / to exhaust / to end / to finish / to the utmost / exhausted / finished / to the limit (of sth) / all / entirely
Business 1	协	協	xié	to cooperate / to harmonize / to help / to assist / to join
Business 1	议	議	yì	to comment on / to discuss / to suggest
Business 1	合同		hé tong	(business) contract / CL: 個｜个
Business 1	项目	項目	xiàng mù	item / project / (sports) event / CL: 個｜个
Business 1	签名	簽名	qiān míng	to sign (one's name with a pen etc) / to autograph / signature
Business 1	汇报	匯報	huì bào   huì bào	to report / to give an account of / to collect information and report back  to report / to give an account of / report
Business 1	合		gě   hé	100 ml / one-tenth of a peck / measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗  to close / to join / to fit / to be equal to / whole / together / round (in battle) / conjunction (astronomy) / 1st note of pentatonic scale / old variant of 盒
Business 1	项	項	Xiàng   xiàng	surname Xiang  back of neck / item / thing / term (in a mathematical formula) / sum (of money) / classifier for principles, items, clauses, tasks, research projects etc
Business 1	汇	匯	huì   huì	to remit / to converge (of rivers) / to exchange  class / collection
Business 1	广告	廣告	guǎng gào	to advertise / a commercial / advertisement / CL: 項｜项
Business 1	预算	預算	yù suàn	budget
Business 1	资本	資本	zī běn	capital (economics)
Business 1	低		dī	low / beneath / to lower (one's head) / to let droop / to hang down / to incline
Business 1	广	廣	Guǎng   guǎng	surname Guang  wide / numerous / to spread
Business 1	资	資	zī	resources / capital / to provide / to supply / to support / money / expense
Business 2	险	險	xiǎn	danger / dangerous / rugged
Business 2	投		tóu	to cast / to send / to throw oneself (into the river etc) / to seek refuge / to place oneself into the hands of
Business 2	保险	保險	bǎo xiǎn	insurance / to insure / safe / secure / be sure / be bound to / CL: 份
Business 2	风险	風險	fēng xiǎn	risk / hazard
Business 2	投资	投資	tóu zī	investment / to invest
Business 2	律师	律師	lǜ shī	lawyer
Business 2	版权	版權	bǎn quán	copyright
Business 2	咨询	咨詢	zī xún	to consult / to seek advice / consultation / (sales) inquiry (formal)
Business 2	律		Lǜ   lǜ	surname Lü  law
Business 2	版		bǎn	a register / block of printing / edition / version / page
Business 2	咨		zī	to consult
Business 2	权	權	Quán   quán	surname Quan  authority / power / right / (literary) to weigh / expedient / temporary
Business 2	询	詢	xún	to ask about / to inquire about
Business 2	保持		bǎo chí	to keep / to maintain / to hold / to preserve
Business 2	联系	聯繫	lián xì	connection / contact / relation / to get in touch with / to integrate / to link / to touch
Business 2	贵	貴	guì	expensive / noble / precious / (honorific) your
Business 2	免		miǎn	to excuse sb / to exempt / to remove or dismiss from office / to avoid / to avert / to escape / to be prohibited
Business 2	联	聯	lián	to ally / to unite / to join / (poetry) antithetical couplet
Business 2	持		chí	to hold / to grasp / to support / to maintain / to persevere / to manage / to run (i.e. administer) / to control
Business 2	合作		hé zuò	to cooperate / to collaborate / to work together / cooperation / CL: 個｜个
Business 2	愉快		yú kuài	cheerful / cheerily / delightful / pleasant / pleasantly / pleasing / happy / delighted
Business 2	辛苦		xīn kǔ	exhausting / hard / tough / arduous / to work hard / to go to a lot of trouble / hardship(s)
Business 2	感谢	感謝	gǎn xiè	(express) thanks / gratitude / grateful / thankful / thanks
Business 2	愉		yú	pleased
Business 2	辛		Xīn   xīn	surname Xin  (of taste) hot or pungent / hard / laborious / suffering / eighth in order / eighth of the ten Heavenly Stems 十天干 / letter 'H' or roman 'VIII' in list 'A, B, C', or 'I, II, III' etc / ancient Chinese compass point: 285° / octa
Emergency	伤	傷	shāng	to injure / injury / wound
Emergency	受		shòu	to receive / to accept / to suffer / subjected to / to bear / to stand / pleasant / (passive marker)
Emergency	护	護	hù	to protect
Emergency	救		jiù	to save / to assist / to rescue
Emergency	警		jǐng	to alert / to warn / police
Emergency	报警	報警	bào jǐng	to sound an alarm / to report sth to the police
Emergency	救护车	救護車	jiù hù chē	ambulance / CL: 輛｜辆
Emergency	受伤	受傷	shòu shāng	to sustain injuries / wounded (in an accident etc) / harmed
Emergency	救命		jiù mìng	to save sb's life / (interj.) Help! / Save me!
Emergency	发生	發生	fā shēng	to happen / to occur / to take place / to break out
Emergency	意外		yì wài	unexpected / accident / mishap / CL: 個｜个
Emergency	严重	嚴重	yán zhòng	grave / serious / severe / critical
Emergency	严	嚴	Yán   yán	surname Yan  tight (closely sealed) / stern / strict / rigorous / severe / father
Emergency	命		mìng	life / fate / order or command / to assign a name, title etc
Emergency	偷		tōu	to steal / to pilfer / to snatch / thief / stealthily
Emergency	事		shì	matter / thing / item / work / affair / CL: 件, 樁｜桩, 回
Emergency	警察		jǐng chá	police / police officer / CL: 個｜个
Emergency	察		Chá   chá	short name for Chahar Province 察哈爾｜察哈尔  to examine / to inquire / to observe / to inspect / to look into / obvious / clearly evident
Work 3	奖	獎	jiǎng	prize / award / encouragement / CL: 個｜个
Work 3	工资	工資	gōng zī	wages / pay / CL: 個｜个, 份, 月
Work 3	加班		jiā bān	to work overtime
Work 3	奖金	獎金	jiǎng jīn	premium / award money / bonus
Work 3	生意		shēng yì   shēng yi	life force / vitality  business / CL: 筆｜笔
Work 3	压力	壓力	yā lì	pressure
Work 3	责任	責任	zé rèn	responsibility / blame / duty / CL: 個｜个
Work 3	商量		shāng liang	to consult / to talk over / to discuss
Work 3	意见	意見	yì jiàn	idea / opinion / suggestion / objection / complaint / CL: 點｜点, 條｜条
Work 3	压	壓	yā   yà	to press / to push down / to keep under (control) / pressure  see 壓根兒｜压根儿
Work 3	责	責	zé	duty / responsibility / to reproach / to blame
Work 3	任		Rén   rèn	surname Ren / Ren County 任縣｜任县 in Hebei  to assign / to appoint / to take up a post / office / responsibility / to let / to allow / to give free rein to / no matter (how, what etc) / classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友)
Work 3	误会	誤會	wù huì	to misunderstand / to mistake / misunderstanding / CL: 個｜个
Work 3	抱歉		bào qiàn	to be sorry / to feel apologetic / sorry!
Work 3	原谅	原諒	yuán liàng	to excuse / to forgive / to pardon
Work 3	误	誤	wù	mistake / error / to miss / to harm / to delay / to neglect / mistakenly
Work 3	抱		bào	to hold / to carry (in one's arms) / to hug / to embrace / to surround / to cherish
Work 3	原		Yuán   yuán	Hara (Japanese surname)  former / original / primary / raw / level / cause / source
Work 3	歉		qiàn	to apologize / to regret / deficient
Work 3	谅	諒	liàng	to show understanding / to excuse / to presume / to expect
Weather 2	干燥	乾燥	gān zào	to dry (of weather, paint, cement etc) / desiccation / dull / uninteresting / arid
Weather 2	暖和		nuǎn huo	warm / nice and warm
Weather 2	凉快	涼快	liáng kuai	nice and cold / pleasantly cool
Weather 2	燥		zào	dry / parched / impatient
Weather 2	暖		nuǎn	warm / to warm
Weather 2	和		Hé   hé   hè   hú   huó   huò	surname He / Japanese (food, clothes etc)  and / together with / with / sum / union / peace / harmony / Taiwan pr. [han4] when it means 'and' or 'with'  to compose a poem in reply (to sb's poem) using the same rhyme sequence / to join in the singing / to chime in with others  to complete a set in mahjong or playing cards  to combine a powdery substance (flour, plaster etc) with water / Taiwan pr. [huo4]  to mix (ingredients) together / to blend / classifier for rinses of clothes / classifier for boilings of medicinal herbs
Weather 2	凉	涼	Liáng   liáng   liàng	the five Liang of the Sixteen Kingdoms, namely: Former Liang 前涼｜前凉 (314-376), Later Liang 後涼｜后凉 (386-403), Northern Liang 北涼｜北凉 (398-439), Southern Liang 南涼｜南凉 (397-414), Western Liang 西涼｜西凉 (400-421)  cool / cold  to let sth cool down
Weather 2	温度	溫度	wēn dù	temperature / CL: 個｜个
Weather 2	度		dù   duó	to pass / to spend (time) / measure / limit / extent / degree of intensity / degree (angles, temperature etc) / kilowatt-hour / classifier for events and occurrences  to estimate / Taiwan pr. [duo4]
Weather 2	大约	大約	dà yuē	approximately / probably
Weather 2	温	溫	Wēn   wēn	surname Wen  warm / lukewarm / temperature / to warm up / mild / soft / tender / to review (a lesson etc) / fever (TCM) / old variant of 瘟
Duo	鹰	鷹	yīng	eagle / falcon / hawk
Duo	毛		Máo   máo	surname Mao  hair / feather / down / wool / mildew / mold / coarse or semifinished / young / raw / careless / unthinking / nervous / scared / (of currency) to devalue or depreciate / classifier for Chinese fractional monetary unit ( = 角 , = one-tenth of a yuan or 10 fen 分)
